date,water_level
2015-04-11,499.41
2015-04-12,499.69
2015-04-13,499.11
2015-04-14,500.5
2015-04-15,500.64
2015-04-16,499.84
2015-04-17,499.85
2015-04-18,500.23
2015-04-19,500.74
2015-04-20,500.2
2015-04-21,499.65
2015-04-22,499.19
2015-04-23,499.44
2015-04-24,500.04
2015-04-25,499.67
2015-04-26,500.1
2015-04-27,499.72
2015-04-28,499.47
2015-04-29,499.41
2015-04-30,500.78
2015-05-01,500.44
2015-05-02,500.87
2015-05-03,500.27
2015-05-04,499.79
2015-05-05,500.66
2015-05-06,499.98
2015-05-07,500.11
2015-05-08,499.98
2015-05-09,498.53
2015-05-10,500.8
2015-05-11,500.25
2015-05-12,500.17
2015-05-13,499.97
2015-05-14,500.08
2015-05-15,499.7
2015-05-16,500.31
2015-05-17,499.35
2015-05-18,500.09
2015-05-19,500.28
2015-05-20,499.9
2015-05-21,500.19
2015-05-22,499.51
2015-05-23,499.52
2015-05-24,500.12
2015-05-25,500.35
2015-05-26,499.07
2015-05-27,500.27
2015-05-28,499.74
2015-05-29,499.92
2015-05-30,499.35
2015-05-31,499.6
2015-06-01,500.51
2015-06-02,500.05
2015-06-03,499.84
2015-06-04,499.98
2015-06-05,500.29
2015-06-06,500.28
2015-06-07,500.03
2015-06-08,500.62
2015-06-09,500.57
2015-06-10,500.31
2015-06-11,500.15
2015-06-12,500.47
2015-06-13,500.32
2015-06-14,500.71
2015-06-15,500.66
2015-06-16,499.73
2015-06-17,499.73
2015-06-18,499.96
2015-06-19,500.84
2015-06-20,499.61
2015-06-21,500.65
2015-06-22,500.69
2015-06-23,501.15
2015-06-24,500.73
2015-06-25,500.04
2015-06-26,500.31
2015-06-27,500.29
2015-06-28,500.71
2015-06-29,500.99
2015-06-30,500.61
2015-07-01,502.05
2015-07-02,500.78
2015-07-03,502.26
2015-07-04,502.32
2015-07-05,502.34
2015-07-06,501.7
2015-07-07,502.4
2015-07-08,501.77
2015-07-09,503.05
2015-07-10,502.76
2015-07-11,502.8
2015-07-12,502.6
2015-07-13,502.2
2015-07-14,503.14
2015-07-15,504.45
2015-07-16,503.93
2015-07-17,504.28
2015-07-18,504.94
2015-07-19,505.76
2015-07-20,505.76
2015-07-21,504.85
2015-07-22,504.6
2015-07-23,506.99
2015-07-24,507.17
2015-07-25,506.36
2015-07-26,505.84
2015-07-27,507.16
2015-07-28,506.82
2015-07-29,507.0
2015-07-30,507.68
2015-07-31,507.55
2015-08-01,506.93
2015-08-02,507.49
2015-08-03,508.08
2015-08-04,508.1
2015-08-05,508.04
2015-08-06,508.43
2015-08-07,507.81
2015-08-08,508.09
2015-08-09,506.3
2015-08-10,507.74
2015-08-11,508.29
2015-08-12,507.65
2015-08-13,507.52
2015-08-14,507.13
2015-08-15,508.03
2015-08-16,507.66
2015-08-17,507.64
2015-08-18,506.2
2015-08-19,506.8
2015-08-20,506.54
2015-08-21,506.34
2015-08-22,505.95
2015-08-23,505.87
2015-08-24,506.23
2015-08-25,504.62
2015-08-26,506.22
2015-08-27,505.34
2015-08-28,504.83
2015-08-29,505.06
2015-08-30,503.64
2015-08-31,503.8
2015-09-01,503.83
2015-09-02,504.35
2015-09-03,503.41
2015-09-04,503.44
2015-09-05,502.71
2015-09-06,503.04
2015-09-07,503.44
2015-09-08,502.9
2015-09-09,502.18
2015-09-10,502.39
2015-09-11,502.17
2015-09-12,501.98
2015-09-13,502.14
2015-09-14,502.0
2015-09-15,501.25
2015-09-16,501.52
2015-09-17,500.89
2015-09-18,500.52
2015-09-19,500.75
2015-09-20,500.75
2015-09-21,499.88
2015-09-22,501.07
2015-09-23,499.18
2015-09-24,501.86
2015-09-25,501.2
2015-09-26,500.27
2015-09-27,500.36
2015-09-28,500.46
2015-09-29,499.98
2015-09-30,500.34
2015-10-01,500.14
2015-10-02,500.14
2015-10-03,500.25
2015-10-04,499.48
2015-10-05,500.14
2015-10-06,500.18
2015-10-07,500.15
2015-10-08,499.97
2015-10-09,500.63
2015-10-10,499.88
2015-10-11,500.16
2015-10-12,500.69
2015-10-13,499.99
2015-10-14,500.14
2015-10-15,499.98
2015-10-16,500.64
2015-10-17,499.89
2015-10-18,500.66
2015-10-19,499.96
2015-10-20,499.58
2015-10-21,500.35
2015-10-22,499.85
2015-10-23,500.32
2015-10-24,498.64
2015-10-25,500.01
2015-10-26,499.77
2015-10-27,499.47
2015-10-28,499.73
2015-10-29,499.71
2015-10-30,499.98
2015-10-31,499.32
2015-11-01,500.16
2015-11-02,500.68
2015-11-03,500.14
2015-11-04,500.4
2015-11-05,500.55
2015-11-06,500.62
2015-11-07,500.94
2015-11-08,499.75
2015-11-09,499.64
2015-11-10,500.39
2015-11-11,500.35
2015-11-12,500.39
2015-11-13,500.94
2015-11-14,500.01
2015-11-15,500.21
2015-11-16,499.51
2015-11-17,501.07
2015-11-18,499.83
2015-11-19,499.85
2015-11-20,499.83
2015-11-21,499.68
2015-11-22,499.64
2015-11-23,499.74
2015-11-24,499.32
2015-11-25,499.61
2015-11-26,500.97
2015-11-27,500.37
2015-11-28,500.46
2015-11-29,500.59
2015-11-30,500.92
2015-12-01,499.11
2015-12-02,499.39
2015-12-03,499.6
2015-12-04,499.77
2015-12-05,499.85
2015-12-06,499.78
2015-12-07,500.11
2015-12-08,500.02
2015-12-09,499.64
2015-12-10,498.91
2015-12-11,499.5
2015-12-12,499.73
2015-12-13,499.88
2015-12-14,499.44
2015-12-15,499.75
2015-12-16,499.43
2015-12-17,499.94
2015-12-18,499.46
2015-12-19,499.58
2015-12-20,499.35
2015-12-21,499.92
2015-12-22,499.57
2015-12-23,500.45
2015-12-24,500.2
2015-12-25,499.97
2015-12-26,499.6
2015-12-27,500.19
2015-12-28,500.35
2015-12-29,500.07
2015-12-30,500.8
2015-12-31,500.23
2016-01-01,500.46
2016-01-02,500.07
2016-01-03,500.34
2016-01-04,499.6
2016-01-05,499.77
2016-01-06,500.17
2016-01-07,500.17
2016-01-08,500.25
2016-01-09,500.55
2016-01-10,499.29
2016-01-11,499.51
2016-01-12,500.11
2016-01-13,499.64
2016-01-14,501.69
2016-01-15,500.26
2016-01-16,499.96
2016-01-17,499.74
2016-01-18,499.76
2016-01-19,500.02
2016-01-20,500.06
2016-01-21,499.77
2016-01-22,499.86
2016-01-23,500.67
2016-01-24,500.69
2016-01-25,500.13
2016-01-26,499.33
2016-01-27,500.27
2016-01-28,500.78
2016-01-29,500.68
2016-01-30,500.37
2016-01-31,500.71
2016-02-01,500.03
2016-02-02,500.31
2016-02-03,499.66
2016-02-04,500.15
2016-02-05,500.66
2016-02-06,499.71
2016-02-07,499.57
2016-02-08,500.05
2016-02-09,499.89
2016-02-10,500.32
2016-02-11,499.77
2016-02-12,500.86
2016-02-13,499.36
2016-02-14,500.63
2016-02-15,499.62
2016-02-16,499.1
2016-02-17,500.12
2016-02-18,499.87
2016-02-19,499.45
2016-02-20,499.16
2016-02-21,500.0
2016-02-22,500.49
2016-02-23,500.29
2016-02-24,500.03
2016-02-25,500.24
2016-02-26,499.99
2016-02-27,499.29
2016-02-28,499.29
2016-02-29,499.9
2016-03-01,499.92
2016-03-02,500.43
2016-03-03,500.38
2016-03-04,500.3
2016-03-05,499.86
2016-03-06,499.31
2016-03-07,500.21
2016-03-08,500.26
2016-03-09,498.81
2016-03-10,499.58
2016-03-11,499.65
2016-03-12,500.06
2016-03-13,499.6
2016-03-14,499.98
2016-03-15,499.89
2016-03-16,499.92
2016-03-17,499.64
2016-03-18,499.68
2016-03-19,499.46
2016-03-20,500.19
2016-03-21,500.29
2016-03-22,499.61
2016-03-23,500.76
2016-03-24,499.84
2016-03-25,500.77
2016-03-26,499.68
2016-03-27,498.99
2016-03-28,500.2
2016-03-29,500.12
2016-03-30,500.02
2016-03-31,499.68
2016-04-01,499.98
2016-04-02,499.74
2016-04-03,499.85
2016-04-04,500.42
2016-04-05,500.09
2016-04-06,500.3
2016-04-07,499.88
2016-04-08,499.83
2016-04-09,499.42
2016-04-10,499.81
2016-04-11,498.34
2016-04-12,499.7
2016-04-13,499.96
2016-04-14,500.28
2016-04-15,499.87
2016-04-16,500.17
2016-04-17,498.91
2016-04-18,499.97
2016-04-19,499.16
2016-04-20,499.4
2016-04-21,499.91
2016-04-22,500.64
2016-04-23,500.19
2016-04-24,500.01
2016-04-25,499.99
2016-04-26,499.64
2016-04-27,499.73
2016-04-28,500.21
2016-04-29,499.31
2016-04-30,500.3
2016-05-01,499.81
2016-05-02,500.41
2016-05-03,500.48
2016-05-04,499.16
2016-05-05,499.71
2016-05-06,499.57
2016-05-07,499.09
2016-05-08,499.48
2016-05-09,501.22
2016-05-10,500.31
2016-05-11,500.96
2016-05-12,500.42
2016-05-13,499.63
2016-05-14,499.81
2016-05-15,500.3
2016-05-16,500.22
2016-05-17,499.71
2016-05-18,499.25
2016-05-19,501.65
2016-05-20,499.93
2016-05-21,499.84
2016-05-22,500.06
2016-05-23,499.88
2016-05-24,500.07
2016-05-25,500.65
2016-05-26,499.95
2016-05-27,499.43
2016-05-28,499.93
2016-05-29,499.79
2016-05-30,500.73
2016-05-31,500.61
2016-06-01,500.08
2016-06-02,499.4
2016-06-03,499.43
2016-06-04,500.06
2016-06-05,500.22
2016-06-06,499.88
2016-06-07,499.84
2016-06-08,499.79
2016-06-09,500.09
2016-06-10,498.93
2016-06-11,499.59
2016-06-12,499.85
2016-06-13,500.79
2016-06-14,499.8
2016-06-15,500.33
2016-06-16,500.39
2016-06-17,500.96
2016-06-18,500.98
2016-06-19,500.37
2016-06-20,500.21
2016-06-21,500.17
2016-06-22,500.45
2016-06-23,500.42
2016-06-24,500.99
2016-06-25,501.0
2016-06-26,501.18
2016-06-27,501.61
2016-06-28,502.01
2016-06-29,501.26
2016-06-30,501.87
2016-07-01,501.27
2016-07-02,502.18
2016-07-03,502.26
2016-07-04,502.39
2016-07-05,502.1
2016-07-06,501.89
2016-07-07,501.71
2016-07-08,502.58
2016-07-09,503.56
2016-07-10,502.85
2016-07-11,503.61
2016-07-12,503.86
2016-07-13,503.52
2016-07-14,504.55
2016-07-15,502.68
2016-07-16,503.76
2016-07-17,504.15
2016-07-18,504.44
2016-07-19,505.26
2016-07-20,505.48
2016-07-21,505.77
2016-07-22,506.11
2016-07-23,505.56
2016-07-24,505.65
2016-07-25,506.67
2016-07-26,506.37
2016-07-27,506.09
2016-07-28,507.55
2016-07-29,507.93
2016-07-30,508.16
2016-07-31,507.62
2016-08-01,507.96
2016-08-02,508.44
2016-08-03,507.52
2016-08-04,508.47
2016-08-05,508.1
2016-08-06,508.45
2016-08-07,508.09
2016-08-08,508.64
2016-08-09,508.07
2016-08-10,507.17
2016-08-11,508.57
2016-08-12,507.28
2016-08-13,508.27
2016-08-14,507.48
2016-08-15,507.97
2016-08-16,507.8
2016-08-17,507.28
2016-08-18,507.13
2016-08-19,506.89
2016-08-20,505.47
2016-08-21,506.32
2016-08-22,505.48
2016-08-23,505.89
2016-08-24,505.0
2016-08-25,504.74
2016-08-26,505.9
2016-08-27,505.39
2016-08-28,504.61
2016-08-29,504.46
2016-08-30,504.01
2016-08-31,504.18
2016-09-01,503.32
2016-09-02,503.93
2016-09-03,503.09
2016-09-04,502.79
2016-09-05,502.81
2016-09-06,502.3
2016-09-07,502.57
2016-09-08,501.96
2016-09-09,502.28
2016-09-10,502.49
2016-09-11,501.37
2016-09-12,501.52
2016-09-13,501.68
2016-09-14,501.1
2016-09-15,501.43
2016-09-16,501.36
2016-09-17,501.52
2016-09-18,500.58
2016-09-19,500.32
2016-09-20,500.56
2016-09-21,500.15
2016-09-22,500.85
2016-09-23,499.92
2016-09-24,501.62
2016-09-25,501.05
2016-09-26,500.36
2016-09-27,500.74
2016-09-28,499.45
2016-09-29,501.5
2016-09-30,499.91
2016-10-01,500.12
2016-10-02,499.23
2016-10-03,500.38
2016-10-04,499.57
2016-10-05,500.15
2016-10-06,499.82
2016-10-07,499.54
2016-10-08,499.66
2016-10-09,500.17
2016-10-10,499.41
2016-10-11,499.67
2016-10-12,500.37
2016-10-13,501.33
2016-10-14,500.26
2016-10-15,499.56
2016-10-16,499.83
2016-10-17,500.03
2016-10-18,499.84
2016-10-19,500.46
2016-10-20,500.12
2016-10-21,500.46
2016-10-22,499.85
2016-10-23,500.67
2016-10-24,499.92
2016-10-25,499.52
2016-10-26,501.09
2016-10-27,499.09
2016-10-28,499.63
2016-10-29,499.69
2016-10-30,501.26
2016-10-31,500.9
2016-11-01,500.75
2016-11-02,499.84
2016-11-03,501.21
2016-11-04,500.18
2016-11-05,500.49
2016-11-06,500.09
2016-11-07,499.98
2016-11-08,499.87
2016-11-09,499.9
2016-11-10,500.3
2016-11-11,500.18
2016-11-12,499.98
2016-11-13,500.75
2016-11-14,498.52
2016-11-15,500.25
2016-11-16,500.36
2016-11-17,500.57
2016-11-18,499.97
2016-11-19,500.1
2016-11-20,500.49
2016-11-21,500.75
2016-11-22,499.85
2016-11-23,500.13
2016-11-24,500.84
2016-11-25,498.94
2016-11-26,499.65
2016-11-27,500.73
2016-11-28,500.55
2016-11-29,500.26
2016-11-30,499.78
2016-12-01,499.56
2016-12-02,499.7
2016-12-03,500.77
2016-12-04,499.69
2016-12-05,500.05
2016-12-06,499.62
2016-12-07,500.42
2016-12-08,499.73
2016-12-09,499.95
2016-12-10,499.16
2016-12-11,499.19
2016-12-12,500.0
2016-12-13,499.34
2016-12-14,501.05
2016-12-15,498.97
2016-12-16,499.6
2016-12-17,500.01
2016-12-18,499.82
2016-12-19,499.45
2016-12-20,499.52
2016-12-21,499.5
2016-12-22,499.86
2016-12-23,500.98
2016-12-24,500.04
2016-12-25,500.59
2016-12-26,500.25
2016-12-27,500.56
2016-12-28,498.6
2016-12-29,499.85
2016-12-30,500.65
2016-12-31,499.71
2017-01-01,500.88
2017-01-02,500.74
2017-01-03,499.77
2017-01-04,499.75
2017-01-05,499.49
2017-01-06,499.69
2017-01-07,499.38
2017-01-08,500.21
2017-01-09,499.27
2017-01-10,500.3
2017-01-11,500.31
2017-01-12,499.17
2017-01-13,500.77
2017-01-14,500.26
2017-01-15,500.37
2017-01-16,499.62
2017-01-17,500.31
2017-01-18,500.56
2017-01-19,499.95
2017-01-20,501.0
2017-01-21,500.02
2017-01-22,500.57
2017-01-23,500.15
2017-01-24,500.29
2017-01-25,499.16
2017-01-26,500.19
2017-01-27,499.63
2017-01-28,499.58
2017-01-29,500.87
2017-01-30,499.89
2017-01-31,499.5
2017-02-01,499.82
2017-02-02,499.35
2017-02-03,500.72
2017-02-04,499.65
2017-02-05,500.26
2017-02-06,500.68
2017-02-07,499.75
2017-02-08,500.27
2017-02-09,499.48
2017-02-10,501.22
2017-02-11,500.47
2017-02-12,499.9
2017-02-13,499.61
2017-02-14,499.94
2017-02-15,499.83
2017-02-16,500.98
2017-02-17,499.39
2017-02-18,500.07
2017-02-19,499.99
2017-02-20,499.94
2017-02-21,499.95
2017-02-22,499.94
2017-02-23,500.44
2017-02-24,500.3
2017-02-25,500.21
2017-02-26,498.48
2017-02-27,500.15
2017-02-28,499.17
2017-03-01,500.32
2017-03-02,500.74
2017-03-03,499.54
2017-03-04,499.87
2017-03-05,499.7
2017-03-06,500.62
2017-03-07,500.05
2017-03-08,500.86
2017-03-09,500.21
2017-03-10,500.12
2017-03-11,500.03
2017-03-12,500.41
2017-03-13,499.13
2017-03-14,500.04
2017-03-15,499.96
2017-03-16,500.36
2017-03-17,499.91
2017-03-18,499.48
2017-03-19,500.0
2017-03-20,499.46
2017-03-21,499.04
2017-03-22,500.36
2017-03-23,500.29
2017-03-24,500.23
2017-03-25,500.65
2017-03-26,499.67
2017-03-27,499.28
2017-03-28,499.96
2017-03-29,499.83
2017-03-30,499.58
2017-03-31,499.96
2017-04-01,499.69
2017-04-02,499.08
2017-04-03,499.78
2017-04-04,499.43
2017-04-05,500.12
2017-04-06,499.67
2017-04-07,500.56
2017-04-08,500.8
2017-04-09,500.34
2017-04-10,499.22
2017-04-11,500.75
2017-04-12,500.79
2017-04-13,500.01
2017-04-14,500.66
2017-04-15,499.72
2017-04-16,499.07
2017-04-17,499.62
2017-04-18,500.86
2017-04-19,499.25
2017-04-20,500.0
2017-04-21,500.02
2017-04-22,499.74
2017-04-23,499.78
2017-04-24,500.04
2017-04-25,499.72
2017-04-26,499.29
2017-04-27,500.11
2017-04-28,500.54
2017-04-29,500.43
2017-04-30,499.6
2017-05-01,499.37
2017-05-02,499.86
2017-05-03,500.78
2017-05-04,500.32
2017-05-05,500.35
2017-05-06,500.45
2017-05-07,500.21
2017-05-08,500.06
2017-05-09,500.33
2017-05-10,499.73
2017-05-11,499.29
2017-05-12,500.36
2017-05-13,500.62
2017-05-14,499.44
2017-05-15,500.41
2017-05-16,500.84
2017-05-17,500.0
2017-05-18,499.59
2017-05-19,500.06
2017-05-20,499.73
2017-05-21,499.69
2017-05-22,500.22
2017-05-23,499.2
2017-05-24,499.28
2017-05-25,500.02
2017-05-26,500.0
2017-05-27,500.18
2017-05-28,500.95
2017-05-29,500.07
2017-05-30,500.32
2017-05-31,499.53
2017-06-01,500.41
2017-06-02,499.77
2017-06-03,500.07
2017-06-04,499.99
2017-06-05,500.56
2017-06-06,499.4
2017-06-07,498.92
2017-06-08,499.97
2017-06-09,500.32
2017-06-10,500.18
2017-06-11,500.74
2017-06-12,500.36
2017-06-13,499.88
2017-06-14,499.02
2017-06-15,500.09
2017-06-16,500.75
2017-06-17,500.08
2017-06-18,500.32
2017-06-19,500.56
2017-06-20,499.89
2017-06-21,500.76
2017-06-22,501.32
2017-06-23,500.48
2017-06-24,500.07
2017-06-25,500.68
2017-06-26,499.68
2017-06-27,501.05
2017-06-28,501.2
2017-06-29,501.92
2017-06-30,501.1
2017-07-01,501.52
2017-07-02,501.01
2017-07-03,501.4
2017-07-04,500.97
2017-07-05,501.79
2017-07-06,501.9
2017-07-07,502.37
2017-07-08,502.09
2017-07-09,502.64
2017-07-10,502.63
2017-07-11,502.84
2017-07-12,503.26
2017-07-13,503.46
2017-07-14,504.04
2017-07-15,503.83
2017-07-16,503.95
2017-07-17,504.28
2017-07-18,504.25
2017-07-19,504.67
2017-07-20,506.11
2017-07-21,504.88
2017-07-22,505.44
2017-07-23,505.62
2017-07-24,505.92
2017-07-25,506.1
2017-07-26,506.62
2017-07-27,505.83
2017-07-28,507.4
2017-07-29,507.38
2017-07-30,506.61
2017-07-31,506.25
2017-08-01,507.04
2017-08-02,507.53
2017-08-03,509.04
2017-08-04,508.11
2017-08-05,507.01
2017-08-06,507.62
2017-08-07,507.96
2017-08-08,508.13
2017-08-09,507.33
2017-08-10,507.89
2017-08-11,507.55
2017-08-12,507.29
2017-08-13,507.88
2017-08-14,508.03
2017-08-15,507.95
2017-08-16,507.67
2017-08-17,506.98
2017-08-18,507.42
2017-08-19,507.03
2017-08-20,506.75
2017-08-21,506.17
2017-08-22,506.01
2017-08-23,506.08
2017-08-24,507.03
2017-08-25,505.73
2017-08-26,505.03
2017-08-27,504.68
2017-08-28,504.61
2017-08-29,505.7
2017-08-30,504.17
2017-08-31,504.58
2017-09-01,503.71
2017-09-02,503.79
2017-09-03,503.83
2017-09-04,502.93
2017-09-05,502.68
2017-09-06,503.63
2017-09-07,503.09
2017-09-08,502.8
2017-09-09,502.62
2017-09-10,502.28
2017-09-11,502.89
2017-09-12,501.75
2017-09-13,501.87
2017-09-14,500.72
2017-09-15,500.9
2017-09-16,500.59
2017-09-17,501.72
2017-09-18,499.7
2017-09-19,500.68
2017-09-20,499.3
2017-09-21,500.3
2017-09-22,500.39
2017-09-23,501.26
2017-09-24,500.7
2017-09-25,500.03
2017-09-26,500.93
2017-09-27,500.36
2017-09-28,500.33
2017-09-29,499.67
2017-09-30,499.74
2017-10-01,499.8
2017-10-02,500.21
2017-10-03,500.2
2017-10-04,500.91
2017-10-05,500.31
2017-10-06,498.75
2017-10-07,500.22
2017-10-08,499.35
2017-10-09,499.58
2017-10-10,499.65
2017-10-11,499.72
2017-10-12,499.35
2017-10-13,500.14
2017-10-14,499.32
2017-10-15,500.2
2017-10-16,501.14
2017-10-17,499.35
2017-10-18,499.87
2017-10-19,498.75
2017-10-20,499.86
2017-10-21,500.33
2017-10-22,500.37
2017-10-23,500.04
2017-10-24,500.45
2017-10-25,501.28
2017-10-26,500.86
2017-10-27,499.74
2017-10-28,499.28
2017-10-29,499.8
2017-10-30,499.53
2017-10-31,500.23
2017-11-01,499.41
2017-11-02,499.96
2017-11-03,500.42
2017-11-04,499.95
2017-11-05,499.53
2017-11-06,500.59
2017-11-07,499.06
2017-11-08,499.84
2017-11-09,499.98
2017-11-10,500.01
2017-11-11,500.09
2017-11-12,500.31
2017-11-13,499.98
2017-11-14,499.82
2017-11-15,499.8
2017-11-16,499.69
2017-11-17,500.39
2017-11-18,499.68
2017-11-19,500.42
2017-11-20,500.01
2017-11-21,499.74
2017-11-22,500.31
2017-11-23,499.64
2017-11-24,500.32
2017-11-25,500.11
2017-11-26,499.7
2017-11-27,500.26
2017-11-28,500.27
2017-11-29,500.58
2017-11-30,500.48
2017-12-01,500.25
2017-12-02,499.44
2017-12-03,501.22
2017-12-04,499.3
2017-12-05,500.47
2017-12-06,500.22
2017-12-07,499.41
2017-12-08,499.94
2017-12-09,499.96
2017-12-10,500.65
2017-12-11,499.64
2017-12-12,499.87
2017-12-13,498.83
2017-12-14,500.87
2017-12-15,499.46
2017-12-16,500.16
2017-12-17,499.95
2017-12-18,499.95
2017-12-19,500.4
2017-12-20,500.84
2017-12-21,500.13
2017-12-22,500.33
2017-12-23,500.16
2017-12-24,500.51
2017-12-25,499.77
2017-12-26,500.54
2017-12-27,500.56
2017-12-28,500.54
2017-12-29,499.67
2017-12-30,499.92
2017-12-31,500.12
2018-01-01,499.31
2018-01-02,500.8
2018-01-03,499.99
2018-01-04,500.14
2018-01-05,499.71
2018-01-06,499.34
2018-01-07,499.7
2018-01-08,500.11
2018-01-09,500.34
2018-01-10,500.08
2018-01-11,500.17
2018-01-12,499.83
2018-01-13,500.25
2018-01-14,500.74
2018-01-15,500.35
2018-01-16,500.4
2018-01-17,500.15
2018-01-18,499.25
2018-01-19,499.48
2018-01-20,500.23
2018-01-21,499.99
2018-01-22,500.22
2018-01-23,500.84
2018-01-24,500.36
2018-01-25,500.63
2018-01-26,500.05
2018-01-27,499.6
2018-01-28,499.97
2018-01-29,499.6
2018-01-30,500.78
2018-01-31,500.4
2018-02-01,500.26
2018-02-02,500.62
2018-02-03,498.99
2018-02-04,500.29
2018-02-05,499.34
2018-02-06,500.0
2018-02-07,499.84
2018-02-08,500.33
2018-02-09,500.11
2018-02-10,500.67
2018-02-11,499.7
2018-02-12,500.35
2018-02-13,500.08
2018-02-14,499.18
2018-02-15,499.54
2018-02-16,499.93
2018-02-17,500.56
2018-02-18,500.23
2018-02-19,499.42
2018-02-20,499.93
2018-02-21,501.01
2018-02-22,500.06
2018-02-23,499.84
2018-02-24,500.25
2018-02-25,500.38
2018-02-26,499.77
2018-02-27,500.25
2018-02-28,499.84
2018-03-01,500.36
2018-03-02,500.08
2018-03-03,500.24
2018-03-04,499.62
2018-03-05,499.59
2018-03-06,500.47
2018-03-07,499.96
2018-03-08,500.14
2018-03-09,499.85
2018-03-10,500.45
2018-03-11,499.7
2018-03-12,499.93
2018-03-13,500.39
2018-03-14,500.59
2018-03-15,499.74
2018-03-16,500.98
2018-03-17,500.16
2018-03-18,499.48
2018-03-19,500.18
2018-03-20,499.81
2018-03-21,500.22
2018-03-22,499.98
2018-03-23,500.04
2018-03-24,499.54
2018-03-25,500.5
2018-03-26,499.42
2018-03-27,499.45
2018-03-28,500.18
2018-03-29,500.8
2018-03-30,499.82
2018-03-31,500.35
2018-04-01,500.54
2018-04-02,500.41
2018-04-03,499.84
2018-04-04,499.45
2018-04-05,498.9
2018-04-06,499.87
2018-04-07,500.59
2018-04-08,499.44
2018-04-09,500.35
2018-04-10,499.52
2018-04-11,500.05
2018-04-12,500.35
2018-04-13,499.67
2018-04-14,500.09
2018-04-15,499.79
2018-04-16,500.35
2018-04-17,500.12
2018-04-18,500.03
2018-04-19,500.78
2018-04-20,500.33
2018-04-21,499.65
2018-04-22,499.96
2018-04-23,499.96
2018-04-24,500.04
2018-04-25,501.26
2018-04-26,500.19
2018-04-27,498.98
2018-04-28,499.73
2018-04-29,499.03
2018-04-30,499.84
2018-05-01,499.01
2018-05-02,499.56
2018-05-03,499.24
2018-05-04,500.19
2018-05-05,500.0
2018-05-06,500.15
2018-05-07,499.95
2018-05-08,499.3
2018-05-09,500.26
2018-05-10,500.96
2018-05-11,500.21
2018-05-12,499.79
2018-05-13,499.29
2018-05-14,499.55
2018-05-15,500.23
2018-05-16,500.54
2018-05-17,500.13
2018-05-18,500.4
2018-05-19,500.36
2018-05-20,500.26
2018-05-21,499.67
2018-05-22,500.09
2018-05-23,499.58
2018-05-24,500.01
2018-05-25,500.17
2018-05-26,500.85
2018-05-27,499.36
2018-05-28,500.25
2018-05-29,500.76
2018-05-30,500.4
2018-05-31,500.44
2018-06-01,500.32
2018-06-02,500.68
2018-06-03,499.49
2018-06-04,499.35
2018-06-05,500.04
2018-06-06,498.98
2018-06-07,500.68
2018-06-08,500.69
2018-06-09,499.87
2018-06-10,499.92
2018-06-11,500.08
2018-06-12,500.16
2018-06-13,500.22
2018-06-14,500.46
2018-06-15,500.12
2018-06-16,500.71
2018-06-17,500.5
2018-06-18,500.01
2018-06-19,501.02
2018-06-20,499.72
2018-06-21,500.4
2018-06-22,500.99
2018-06-23,500.21
2018-06-24,500.79
